Query,Title,Link,Image URL,Rating
phones,Nokia Lumia 1020 (AT&T) 4G LTE Smartphone - 32GB Black,https://www.ebay.com/itm/305694549335?_skw=phones&epid=168372157&itmmeta=01JRZSGNWR87AFJE1MZRWP9VTH&hash=item472cd0a557:g:8IMAAOSwiO9kfgKb&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eqUdhTClsjtk0btnsZ4DBc4Gh5DuvdH3pllyZRMDsCBlxoqZQng%2BuVsWHacHDo7F6wmY8zk19UYe1yfTh7eW%2BMh5mPkKjX1G0nEPurJogAnl0MWCja50Y5%2FF8%2BE1UmH7FYJOzrEELgQW5YCOsvinqHat9GikdOCRDzDAAiacKN66T4sMLqXhTdrLaNpKLmpJWkeycIW1VR2S3R8Uyj%2Bw1Sq0HVEgoW%2B5zigiD3PivGHgf65BR2goExtU0VVzYJYfxEDBVX8ZI%2Fzgb%2BMxX5v5Y0%7Ctkp%3ABFBM8N_C-cdl,https://i.ebayimg.com/images/g/8IMAAOSwiO9kfgKb/s-l500.webp,4.5
phones,Huawei P40 lite 5G 128GB Black/Silver (UNLOCKED) phone,https://www.ebay.com/itm/236015024759?_skw=phones&epid=27039167417&itmmeta=01JRZSGNWR9W3T9P7KPWPRV35R&hash=item36f3977a77:g:QO4AAOSwJotn3ZI9&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cMJW68xKzlHuNyVHBDKdpT5lhnAdZESoSNptu%2Fzzjqum2Sy8Y%2BH81tQQ1oD2AvL%2BKNqzIq3%2FhjbF0PXvuBqt4NiPq0UzzZSOfni%2BqKs8tt9Xo6whJ%2Bhnj6fbq2yyyslZEYoMAmO9Kd7MxfHk6EEA%2BY0vz0n5xkfPmftHlpsNgKIJpjbJqrMAMbQQmedsEFiWBpzi05Mf9suWrd%2BDqAJhN9qzB9CJDoWnfm9mX3C3Y583tZ2%2BfgDFYPnd2Qq4DWXzHGEDCq%2BciRh%2Fieo81zUUxg%7Ctkp%3ABFBM8N_C-cdl,https://i.ebayimg.com/images/g/QO4AAOSwJotn3ZI9/s-l500.webp,5.0
phones,NEW UNLOCKED SAMSUNG GALAXY S21 ULTRA 5G SM-G998U ALL COLORS AND MEMORY GSM+CDMA,https://www.ebay.com/itm/204252543375?_skw=phones&epid=22043687761&itmmeta=01JRZSGNWRG7CWMYKS2M2X603S&hash=item2f8e66798f:g:DPYAAOSwXrhj9dRw&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1enWhLNHDU1xfQ2teE57KWVyFLmNXXdVq4LZwX3bq%2FQQrIvwQm6xUSlomtyUUJ7y%2FLUZsWJDFkOC3wbTQ6aIMXgy7e1iAjLY%2BL82ikXUZnPPX6uyQue%2Bkislk3tEUXBuIW5Ml5ybTSNLK8QxC6PKAUXnYhI5pw1ZRv42U9LfZ9lLfGUf%2F3SMW8S%2FYO1aVffNZ2XJDBi9DKyRzBeyn7%2FT0YVh%2BBD6eWcsROmmT65iKF6iyVbHxoQZn%2BKSQvF9R5Sm9MissYQWs0Ag%2BHz58EocPui%7Ctkp%3ABk9SR_LfwvnHZQ,https://i.ebayimg.com/images/g/DPYAAOSwXrhj9dRw/s-l500.webp,4.5
phones,Google Pixel 9 Pro 128GB - Obsidian - (Carrier Unlocked),https://www.ebay.com/itm/156519987307?_skw=phones&epid=2342513280&itmmeta=01JRZSGNWR1113H956SEHNR4YG&hash=item247151786b:g:TGIAAOSwGidnN6mR&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eGaQajs21%2BMDOvrzSve%2Fzm5LhfBiLmBrapWHkNFkB9yHFBou5LprvhB2fCylaDUMUyejuBs51BbtPialG0AB%2FGqEjE%2BnSAL%2FtdYBtEV%2F%2BNpfOyxQje1VVM6mRri2%2BEw2B9mYu3fE5ZJiEbLcYkB%2Fp5CMn0u4v1O2yD8x2J2Fylu1Qzg25EIV%2FYccIo5Hiy2ErC4IpbOSK1kI0JzAjv%2FGF6U8ouVhlKsBBDBNHpPcsuW8UkVxfRskFHD9xRg5jXeKTkZDk%2F598ByU61cuIXzY68%7Ctkp%3ABk9SR_LfwvnHZQ,https://i.ebayimg.com/images/g/TGIAAOSwGidnN6mR/s-l500.webp,5.0
phones,NEW Samsung Galaxy Note 8 SM-N950U 64GB GSM Unlocked AT&T T-Mobile Verizon Metro,https://www.ebay.com/itm/202746104099?_skw=phones&epid=239011926&itmmeta=01JRZSGNWRW1V2MWQ5MDCVGPM5&hash=item2f349c0923:g:028AAOSwARhedS-R&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fibor3ovOT7xZ%2BLRBL8JQroK2X%2FGdYCAMFK9pvc8h9l4I624MXDkB%2Bb6G11zsQzX2knxLsLkktBn%2FGHeh1Wza0oluxr8ocXn9WWc9HBUkERFZnjnUVJX0LRQJ6B3cslEfGKOTZgneC8OgaldpdOoBRUgpqHzuWfc2EXJON9q7iSNoOJIm9cZcWgiCQIxR8Bk7lp7i2xk1cq4fcW3VVqa4DYozPn7oMrF5rUf8Q7PKo%2Fpa43qY6FcnnDMjFbU8Z0ZGUyMvyt1UZkE4vmKeu4gtS%7Ctkp%3ABFBM8t_C-cdl,https://i.ebayimg.com/images/g/028AAOSwARhedS-R/s-l500.webp,4.5
phones,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,https://www.ebay.com/itm/194520534603?_skw=phones&epid=20036893230&itmmeta=01JRZSGNWRCPTQN0RT4Q294W1G&hash=item2d4a53ce4b:g:kyQAAOSw81dhm1h0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dn4%2BlN7Of%2FZxcuFNOB7Dzq19PLDiV4airhBo00Vc4TkL5JgKoreBmSVXS%2BKhhZkRH19VjI5Jw%2FiQbtzD3wXN8kPRJ6y%2BS2D9FgWeg15026XZP7V70bH4JOP2MebyMb8%2BXEOHB5WL8vcaCb7m6Asbd%2F6PqBSiEHnTcCNxwWqaeFgjWQgOGDyVwFj3zr1rFrlWS9Sj%2Bdf9%2F6e%2Bo56ui5IvpIRhSfqnkwHFCaytSRWvP%2BVA%3D%3D%7Ctkp%3ABk9SR_LfwvnHZQ,https://i.ebayimg.com/images/g/kyQAAOSw81dhm1h0/s-l500.webp,4.5
phones,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱,https://www.ebay.com/itm/334971128868?_skw=phones&epid=241104095&itmmeta=01JRZSGNWR5ZKF9WH03Y87Y67F&hash=item4dfdd5cc24:g:ASMAAOSwPA9kyLaB&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cPOD8oGHWmeWIZoVgBAuWdrr%2FRcBVpRFbAoxwMTogKTBlJ1TbWpwhbsNDL2zZe4u6Hc5w8cg50fKCpU8HMi5f%2FzWIgzggMwxxIKdnanm3G51RY0sYl6WYg1jnJusnT2ji8Pwx8c%2F%2BXno7VS%2FcCvmlERMsE1AytFUI6hl%2Fd3js3JAPKZCcE3Vl02M8O2H30vUskqCSlmxaWbMtdTKkJh1f5pskvOk0Tb4BwwZg8oiyXt1xLfn9Q6vQWspRwBIumeg1oDlVdDbPnHVol2BFESl0U%7Ctkp%3ABk9SR_LfwvnHZQ,https://i.ebayimg.com/images/g/ASMAAOSwPA9kyLaB/s-l500.webp,5.0
phones,Samsung Galaxy S22 Ultra S908U 256GB Unlocked - Good,https://www.ebay.com/itm/326505298186?_skw=phones&epid=7071604108&itmmeta=01JRZSGNWSTMVKQTNBV5J1VQ9A&hash=item4c053b790a:g:D4IAAOSwtJdivGHj&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1do2bLYoUsp14ynZ3YwhliERBx398RrxzTgH4QfoYdCF0M4oNiH368xe8meT9qKXYCOmNECTcCpSB6Ky4XSoiXhA6FbyuflZgy%2FRxJehwydrghPiLUVW5m6wBmDF7tN2PDb1J999RpqO0EtkKWXauPUD9Gn56fE69MVJF1xRW5DUPbYaamV42f7KTws3NJCYssStL2EM%2B2%2Bb02CsaF1PZCdt8zd4zltwLesyd%2FKCZDTpg%3D%3D%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/D4IAAOSwtJdivGHj/s-l500.webp,4.5
phones,"Tested , GOOG , Google Pixel XL 1st gen 32GB 128GB Unlocked 4G Android phone",https://www.ebay.com/itm/405762453200?_skw=phones&epid=26030890556&itmmeta=01JRZSGNWSHGAQCK3J3NNRJKM6&hash=item5e7953aed0:g:wY0AAOSw6a5n~N7g&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eNFetNMszC5XY5KzLlsqOkVoPZtQ7RmirjC2Z3Yz%2F2V2tyOysogxZ%2BnIn6BZfmWVooIaeR3XPUkKmeFeUTAAYRUnu3zqqKkKgo179ul%2FOy3WB7f3p1K%2FOnswIM2ytigxjh%2BdXe92MJq0jmWFuqKlpicmTp6AnHa60DpPvCf9xj%2B3GQiQ3mGopHBq85tI--nfE4zf5qj5jAnzxBLmhJEZqurIzt8rQp0kOyob9e4AJj6jqJxjTIuEcwbGAbe%2FXtm56UV7cnQjlAqH%2FDnqnsUJsa%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/wY0AAOSw6a5n~N7g/s-l500.webp,5.0
phones,Apple iPhone 11 64GB - Fully Unlocked - VERY GOOD Condition,https://www.ebay.com/itm/224785456700?_skw=phones&epid=10073689362&itmmeta=01JRZSGNWS4XHK0MSNW5DK2S45&hash=item345641de3c:g:05oAAOSwT-pn43GZ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fbCYll1ys%2FNWVKe3T7zbxkW98FrzTKG5owMuawVGtw9t976kkpvtk%2BXshueKhBKZXJUutt4KLLhlclw4H3Fj5%2FImL5tv82Izc9aOMsNnbGd%2FxEzA2Vg6GYkFVNH3Sm818UmNfFNhgrKAgygOcs%2B9pxeA16RitA6yXygYZK9T1BMxhUnoJNZb5dFDMbIkPaclQyPSdRe2sU8wknViH2uoD1t9eU0CbV7SKYppYLgNbYVXX8bO6bYR9sobgvuohtMtFVAaggSmz7fZ8wZ5Iehdak%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/05oAAOSwT-pn43GZ/s-l500.webp,5.0
phones,OnePlus 10T 5G 128GB Moonstone Black T-Mobile Unlocked Smartphone - Brand New.,https://www.ebay.com/itm/185997734023?_skw=phones&epid=6055469363&itmmeta=01JRZSGNWSDS2F99HA04R03W3Y&hash=item2b4e543087:g:RlQAAOSwhRhkuYfh&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fS06oS7Y0ssjIWxQHqworp%2BfxKnXVqhC3gAuMm%2Bo1vQ7fS8aIPal%2FOeyYVfp6zMuvQRzE%2B3lHNRtlOH5gKgYChlMgK9xaaJmMRfbeknNseGDgElnKTCDuSZ5LQlmXFEnBoUr%2F0n0vwZF9h73FJtC6r9fD8BfScdiOJ%2FiOGJEoXeuyy4np9WYoFR5PNEHaSQRPuTQcL4lg0OySauKCTxxjLvpJ9P%2FjuIrIt2LrwshaUow%3D%3D%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/RlQAAOSwhRhkuYfh/s-l500.webp,5.0
phones,Google Pixel 7 128GB / 256GB Good Condition,https://www.ebay.com/itm/267192077481?_skw=phones&epid=28058932203&itmmeta=01JRZSGNWSHYWTZ3MBCVENT5ZT&hash=item3e35e38ca9:g:PDkAAeSwPuhn9SMX&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cBO%2BngsCDOLwx%2B4cRdJE8cLRzmtOl7s8b03xwjkd5KD2n70XUoPK1KrylfPAFc3uoz4%2BCFFG0tdBlNPtX4tm7JErQLEnPskgemUqDo6PaD7vOOOFQg4H4HolEddHaEgTZE5FGfG4sPhDB2XVvz5k752n6Uzz8aX8iYSU7wRORW%2Bxfl3Ue1U42%2BbergkFPMMYFhj5W3S3UbTKM2V9whhpRaDl%2BmDEjoJhZTKa05hqKRSA%3D%3D%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/PDkAAeSwPuhn9SMX/s-l500.webp,5.0
phones,Apple iPhone 12 64GB - Fully Unlocked - VERY GOOD Condition!! Unlocked!!,https://www.ebay.com/itm/325852789181?_skw=phones&epid=12041705164&itmmeta=01JRZSGNWSZXMMPZWMCP0WYQT9&hash=item4bde56f9bd:g:obAAAOSw2IplMD~7&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cGuqGw5Z8hMxHn7lFKCOmeKdiXhONIQZH6Oe0j%2Fu7E7dRirxdSAgt4khgKMWvnV5jLqIlGUkkcPGfzMs6ahjgRkif1GmcfYXfrjkyPMwIFPbnY2OPgCIaSntYkzju%2BVBEsYDvo6cV5yAQHRGkMUpPmQMBQMINa0ssviEMBapw%2B6bkuaEhn4i5Y5EyBg87Esr7uV3%2FbO4EwMxcpC%2Fkr9vp1k93nLn0t2LpHxPK4OdOVAA%3D%3D%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/obAAAOSw2IplMD~7/s-l500.webp,4.5
phones,Apple iPhone 13 128GB 256GB 512GB Unlocked [AU Stock] Pristine Condition,https://www.ebay.com/itm/316434906569?_skw=phones&epid=18049286575&itmmeta=01JRZSGNWS5SC8JNDDQA4V6FH1&hash=item49acfd7dc9:g:FBsAAOSwAmdnxmNJ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f%2FsmmtPOCGwpyK2fMN0viw2hwtINAmqzzmUZMpPmOuQJ20qkbgyOXzS3SkETr6nHqCJ64%2BeZEtdTQZe3e%2B3PXStLsxqQO9R68b%2FOLx6JjVb7WSpuIp%2BpLxwU7b9ITqXT3bJT1ZiI4Xw9neU6ft%2B47C6Zq9pTGF3AhbWW2Qw49QcToHSdsNkQQOpmUxxUfUXTUtQ8Bfd78KoHU4WNKs0KBat%2FUf5mbxqGF%2BmrvfE%2BZilj5HjLnaueTiqoibkXGnaDUHpB2KIBEbfWBuQCy1HZjU%7Ctkp%3ABk9SR_TfwvnHZQ,https://i.ebayimg.com/images/g/FBsAAOSwAmdnxmNJ/s-l500.webp,5.0
phones,Samsung Galaxy S21 Ultra 5G SM-G998U 128GB Unlocked Excellent In-Box All Colors,https://www.ebay.com/itm/266444807994?_skw=phones&epid=22043687761&itmmeta=01JRZSGNWS0RASV6EA5VJT5PNW&hash=item3e09591f3a:g:gk8AAOSwBXpnl-lE&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fcq%2BjHEtsBZqi35H%2Ft7sK0Kpz0BOQXT5IaGTOZ7GBD%2BsRC%2FHwzOC2sz%2FHZQpf6nbwwqY4e%2BkpW3EhZmYQNZ3ixRd%2BLQE5K4yglejCHckaC9rc4WiAh39c8EoZg7Ey0kRLYVmaDmpgHUFhKhG1hJRZjW4BcGyGmAwyvrv0IbeqGLuesUUKltAtpeKCC5eEnJUpz187S2ZhCnTpkZx0M%2BIh%2FWk1G3%2Bqc%2BDE9UNpYCoDQDw4qr%2BWGwCBHfiE4tqpcox9nmb05EFP1PuhUupEGlvP4%7Ctkp%3ABFBM9t_C-cdl,https://i.ebayimg.com/images/g/gk8AAOSwBXpnl-lE/s-l500.webp,4.5
phones,NEW Samsung Galaxy S10+ Plus G975U 128GB Unlocked GSM+CDMA AT&T T-Mobile Verizon,https://www.ebay.com/itm/203580679226?_skw=phones&epid=28029469276&itmmeta=01JRZSGNWS380AN0JM17SN5XPN&hash=item2f665aa43a:g:S8oAAOSwLxphJqud&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cmYQCME4ACVWOwegeX8uPPH9CvowGaXN9jyc%2FK3VEPtLzVEtQoZmQg%2FAAsF1E9x4MrT8GxmaTZamyQe6wQMbdN6TatsEBuGrEgYqiAnwgYVxxF5rdlmHGrhmRDQVScrLgMFLp6c4qKZtOIXojF9Chw%2B7jVWkkfqKtbvZMJac1aqURGi5r9PcDDMKq3fWSX%2FCUmyxb%2B2mY1xhfvs2AswFqHRbGfEraGsAULVfaCJF79GuH9zHOWPR1mTZceI5XNMsKKT5PwJV5geEGi%2Fq%2FoTTsM%7Ctkp%3ABFBM9t_C-cdl,https://i.ebayimg.com/images/g/S8oAAOSwLxphJqud/s-l500.webp,4.5
