title,price,image_url,item_id,item_url
Metallor Smartphone Guitar Capo  Phone Mount Learning & Playing Guitars,19.90 USD,http://i.ebayimg.sandbox.ebay.com/images/g/yDAAAOSwFspnyqw7/s-l225.jpg,v1|110576260114|0,https://cgi.sandbox.ebay.com/itm/Metallor-Smartphone-Guitar-Capo-Phone-Mount-Learning-Playing-Guitars/110576260114?src=urllib&_skw=smartphone&hash=item19bedbd412:g:yDAAAOSwFspnyqw7
MacBook Pro 512GB,400.23 USD,http://i.ebayimg.sandbox.ebay.com/images/g/nwsAAOSwo~dn0rBD/s-l225.jpg,v1|110577322542|0,https://cgi.sandbox.ebay.com/itm/MacBook-Pro-512GB/110577322542?src=urllib&_skw=smartphone&hash=item19beec0a2e:g:nwsAAOSwo~dn0rBD
產品 3,23.10 USD,http://i.ebayimg.sandbox.ebay.com/images/g/acoAAOSwwetnytmi/s-l225.jpg,v1|110576306697|0,https://cgi.sandbox.ebay.com/itm/3/110576306697?src=urllib&_skw=smartphone&hash=item19bedc8a09:g:acoAAOSwwetnytmi
產品 1,432.82 USD,http://i.ebayimg.sandbox.ebay.com/images/g/nXEAAOSwo~dnytJ3/s-l225.jpg,v1|110576306653|0,https://cgi.sandbox.ebay.com/itm/1/110576306653?src=urllib&_skw=smartphone&hash=item19bedc89dd:g:nXEAAOSwo~dnytJ3
無線藍牙耳機,3.05 USD,http://i.ebayimg.sandbox.ebay.com/images/g/mwkAAOSwo~dnwAn9/s-l225.jpg,v1|110573221346|0,https://cgi.sandbox.ebay.com/itm/-/110573221346?src=urllib&_skw=smartphone&hash=item19bead75e2:g:mwkAAOSwo~dnwAn9
變異產品測試,962.50 USD,http://i.ebayimg.sandbox.ebay.com/images/g/IiUAAOSwPQ9n0qs5/s-l225.jpg,v1|110577322508|410109998240,https://cgi.sandbox.ebay.com/itm/-/110577322508?src=urllib&_skw=smartphone&hash=item19beec0a0c:g:IiUAAOSwPQ9n0qs5
無線藍牙耳機,1945.88 USD,http://i.ebayimg.sandbox.ebay.com/images/g/gsoAAOSw5rxn0qxF/s-l225.jpg,v1|110577322516|0,https://cgi.sandbox.ebay.com/itm/-/110577322516?src=urllib&_skw=smartphone&hash=item19beec0a14:g:gsoAAOSw5rxn0qxF
產品1,3.35 USD,http://i.ebayimg.sandbox.ebay.com/images/g/oi4AAOSwfk5nxqO-/s-l225.jpg,v1|110575155007|0,https://cgi.sandbox.ebay.com/itm/1/110575155007?src=urllib&_skw=smartphone&hash=item19becaf73f:g:oi4AAOSwfk5nxqO-
產品 1,3.35 USD,http://i.ebayimg.sandbox.ebay.com/images/g/IJkAAOSwDf9nxq5t/s-l225.jpg,v1|110575181759|0,https://cgi.sandbox.ebay.com/itm/1/110575181759?src=urllib&_skw=smartphone&hash=item19becb5fbf:g:IJkAAOSwDf9nxq5t
產品 1,3.35 USD,http://i.ebayimg.sandbox.ebay.com/images/g/IJkAAOSwDf9nxq5t/s-l225.jpg,v1|110575182048|0,https://cgi.sandbox.ebay.com/itm/1/110575182048?src=urllib&_skw=smartphone&hash=item19becb60e0:g:IJkAAOSwDf9nxq5t
產品 1,3.35 USD,http://i.ebayimg.sandbox.ebay.com/images/g/okkAAOSwfk5nxsHW/s-l225.jpg,v1|110575198656|0,https://cgi.sandbox.ebay.com/itm/1/110575198656?src=urllib&_skw=smartphone&hash=item19becba1c0:g:okkAAOSwfk5nxsHW
無線藍牙耳機,1.79 USD,http://i.ebayimg.sandbox.ebay.com/images/g/gmcAAOSw5rxn0SxD/s-l225.jpg,v1|110577018071|0,https://cgi.sandbox.ebay.com/itm/-/110577018071?src=urllib&_skw=smartphone&hash=item19bee764d7:g:gmcAAOSw5rxn0SxD
Metallor Smartphone Guitar Capo  Phone Mount Learning & Playing Guitars,19.90 USD,http://i.ebayimg.sandbox.ebay.com/images/g/yDAAAOSwFspnyqw7/s-l225.jpg,v1|110576267304|0,https://cgi.sandbox.ebay.com/itm/Metallor-Smartphone-Guitar-Capo-Phone-Mount-Learning-Playing-Guitars/110576267304?src=urllib&_skw=smartphone&hash=item19bedbf028:g:yDAAAOSwFspnyqw7
產品 1,432.82 USD,http://i.ebayimg.sandbox.ebay.com/images/g/Ie8AAOSwDf9nytJ6/s-l225.jpg,v1|110576306654|0,https://cgi.sandbox.ebay.com/itm/1/110576306654?src=urllib&_skw=smartphone&hash=item19bedc89de:g:Ie8AAOSwDf9nytJ6
